source,author,title,description,url,urlToImage,publishedAt,content,company,extracted_metrics,article_length,title_length,has_revenue_mention,has_growth_mention,has_partnership_mention,has_acquisition_mention
"{'id': None, 'name': 'MacRumors'}",Joe Rossignol,Apple Reportedly Working on AirPods Pro 3 With Heart Rate Feature,"Apple is working on a variety of health features for future AirPods, including heart rate monitoring and temperature sensing, according to Bloomberg's Mark Gurman.





In his Power On newsletter today, Gurman said the heart rate technology could be ready for…",https://www.macrumors.com/2024/12/22/airpods-pro-3-heart-rate-feature-rumor/,https://images.macrumors.com/t/B1n_5W6KTo-q3cCZazVhx5LxhjQ=/2500x/article-new/2024/11/AirPods-4-Ambient-Light-Heart-Health-Sensor-Feature.jpg,2024-12-22 15:01:10+00:00,"Apple is working on a variety of health features for future AirPods, including heart rate monitoring and temperature sensing, according to Bloomberg's Mark Gurman.  In his Power On newsletter today, … [+1168 chars]",Apple,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,65.0,False,False,False,False
"{'id': 'business-insider', 'name': 'Business Insider'}",Hasan Chowdhury,Apple is still blocked from selling the iPhone 16 in Indonesia after making a $1 billion factory deal,The tech giant has faced a ban on sales of the iPhone 16 in the country since October having failed to meet local investment requirements.,https://www.businessinsider.com/apple-iphone-16-ban-indonesia-airtag-investment-2025-1,https://i.insider.com/677e64f5f83fcec7e5b4fa33?width=1200&format=jpeg,2025-01-08 12:25:32+00:00,Apple's iPhone 16 continues to face a ban in Indonesia.Apple  <ul><li>Apple still can't sell iPhone 16s in Indonesia due to a ban in place since October.</li><li>Indonesia's industry minister said th… [+2368 chars],Apple,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,101.0,False,False,False,False
"{'id': None, 'name': 'Yahoo Entertainment'}",Kris Holt,Apple's iPad mini 7 is $100 off right now,"Folks who are in the market for a good deal on a dedicated machine for playing 
Balatro
 tablet might be interested in taking a peek at Apple's iPad mini 7
. The company's latest compact tablet has dropped to its lowest price to date at $399. That's a cool…",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_290c4b27-e7df-4605-bf21-0820c96eb2b7,,2025-01-13 15:55:49+00:00,"If you click 'Accept all', we and our partners, including 238 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",Apple,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",213.0,41.0,False,False,False,False
"{'id': None, 'name': '[Removed]'}",,[Removed],[Removed],https://removed.com,,2024-12-23 17:53:10+00:00,[Removed],Apple,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",9.0,9.0,False,False,False,False
"{'id': None, 'name': 'MacRumors'}",Tim Hardwick,BBC Calls Out Apple's AI Feature for Creating More Fake News Headlines,"Apple is once again under scrutiny after its AI-powered notification system generated false news summaries on Friday, including an erroneous claim about a darts player winning a championship and a fabricated story about tennis star Rafael Nadal.





BBC News…",https://www.macrumors.com/2025/01/06/bbc-calls-out-apple-ai-creating-fake-news-titles/,https://images.macrumors.com/t/BZk8fiiPBXCJt9IyddUhp1QWHAU=/1920x/article-new/2025/01/bbc-news-apple-intelligence-summaries.jpg,2025-01-06 12:21:38+00:00,"Apple is once again under scrutiny after its AI-powered notification system generated false news summaries on Friday, including an erroneous claim about a darts player winning a championship and a fa… [+1429 chars]",Apple,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,70.0,False,False,False,False
"{'id': None, 'name': 'Gizmodo.com'}",Mike Fazioli,"The Fastest Apple 2024 MacBook Air Ever Is at Its Lowest Price, Cheaper Than iPhones","Armed with the state-of-the-art M3 processor and 512GB of storage, the 2024 MacBook Air is one of Apple's best ever.",https://gizmodo.com/the-fastest-apple-2024-macbook-air-ever-is-at-its-lowest-price-cheaper-than-iphones-2000546507,https://gizmodo.com/app/uploads/2025/01/2024-MacBook-Air-13-inch.jpg,2025-01-08 13:30:41+00:00,"Sometimes a little bit of a splurge is worth it, especially right after the holidays when you might still be a little bit flush with gift cards or a holiday bonus (you lucky dog). If you’re a techie,… [+2678 chars]",Apple,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,84.0,False,False,False,False
"{'id': 'the-verge', 'name': 'The Verge'}",Emma Roth,Google Search will reportedly have a dedicated ‘AI Mode’ soon,"Google is preparing to add a new “AI Mode” to Search that will open an interface similar to its Gemini chatbot, The Information reports.",https://www.theverge.com/2024/12/20/24325776/google-search-dedicated-ai-mode-gemini,https://cdn.vox-cdn.com/thumbor/n7BNboQ3QEk7QdxRu79cjuFwsj4=/0x0:2040x1360/1200x628/filters:focal(1020x680:1021x681)/cdn.vox-cdn.com/uploads/chorus_asset/file/24016887/STK093_Google_02.jpg,2024-12-20 14:22:59+00:00,"Google Search will reportedly have a dedicated AI Mode soon  Google Search will reportedly have a dedicated AI Mode soon   / The new option will open an interface similar to Googles Gemini chatbot, T… [+1397 chars]",Google,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,61.0,False,False,False,False
"{'id': None, 'name': 'Yahoo Entertainment'}",Amy Skorheim,"Gemini AI is coming to Google TV devices in 2025, making them easier to talk to","This week at CES, Google presented an early look at new software and hardware upgrades coming to Google TV devices. The new features include the integration of Gemini, Google's AI model, to the Google Assistant, as well as a new ambient experience. New smart …",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_7ae93a2d-12c5-47be-b57c-3516b989f3a4,,2025-01-06 16:00:03+00:00,"If you click 'Accept all', we and our partners, including 238 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",Google,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",213.0,79.0,False,False,False,False
"{'id': 'the-verge', 'name': 'The Verge'}",Jess Weatherbed,Google is building its own ‘world modeling’ AI team for games and robot training,Google DeepMind is assembling a new team of artificial intelligence researchers to develop models that can accurately simulate physical environments.,https://www.theverge.com/2025/1/7/24338053/google-deepmind-world-modeling-ai-team-gaming-robot-training,https://cdn.vox-cdn.com/thumbor/UGvk4qajE_FgNUhysIGb1SkCVLs=/0x0:2040x1360/1200x628/filters:focal(1020x680:1021x681)/cdn.vox-cdn.com/uploads/chorus_asset/file/25263501/STK_414_AI_A.jpg,2025-01-07 11:39:12+00:00,Image: The Verge       Google DeepMind is assembling a new team of artificial intelligence researchers to develop “world models” that can simulate physical environments. The initiative will be led by… [+2671 chars],Google,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,80.0,False,False,False,False
"{'id': None, 'name': '[Removed]'}",,[Removed],[Removed],https://removed.com,,2025-01-14 13:51:01+00:00,[Removed],Google,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",9.0,9.0,False,False,False,False
"{'id': None, 'name': 'Android Central'}",jerry.hildenbrand@futurenet.com (Jerry Hildenbrand),Looking at the mobile tech market in 2025,"AI will still be the star of the show in 2025 but expect growth elsewhere, too.",https://www.androidcentral.com/phones/looking-at-the-mobile-tech-market-in-2025,https://cdn.mos.cms.futurecdn.net/3FGYqBKJBN3vqWm7LtVoeC-1200-80.jpg,2024-12-27 13:00:00+00:00,"As we step into 2025, the mobile technology landscape will continue to evolve at a breakneck pace. From groundbreaking advancements in hardware to innovative software solutions, the industry is poise… [+5350 chars]",Google,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,41.0,False,False,False,False
"{'id': 'business-insider', 'name': 'Business Insider'}","Hugh Langley,Blake Dodge","Verily's plan for 2025: Raise money, pivot to AI, and break up with Google","As Verily looks to mature, it's raising money, cutting ties with Google, and taking on a bolder AI strategy, employees told BI.",https://www.businessinsider.com/verily-fundraise-2025-ai-strategy-google-breakup-2024-12,https://i.insider.com/67621dd9ccd8dfcfcd7fbf00?width=1200&format=jpeg,2024-12-18 10:01:01+00:00,"Verily CEO Stephen Gillett.Business Wire  <ul><li>Verily, an Alphabet spinoff, plans to raise money and focus its strategy on healthcare AI in 2025.</li><li>It plans to sell tech tools that other com… [+6163 chars]",Google,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,74.0,False,False,False,False
"{'id': None, 'name': 'VentureBeat'}",Dean Takahashi,Up Network and DreamSmart partner on Web3 AI glasses powered by Google Gemini,"Up Network, the user-powered AI agent operating system, has announced its partnership with DreamSmart to introduce Web3 AI glasses powered by Google Gemini. This product integrates state-of-the-art industrial design, AI, XR (extended reality) capabilities, an…",https://venturebeat.com/ai/up-network-and-dreamsmart-partner-on-web3-ai-glasses-powered-by-google-gemini/,https://venturebeat.com/wp-content/uploads/2025/01/web3-ai.jpg?w=1024?w=1200&strip=all,2025-01-13 17:00:00+00:00,"Join our daily and weekly newsletters for the latest updates and exclusive content on industry-leading AI coverage. Learn More  Up Network, the user-powered AI agent operating system, has announced i… [+3352 chars]",Google,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,77.0,False,False,False,False
"{'id': None, 'name': 'BBC News'}",,What are the challenges facing the government's AI action plan,Sir Keir Starmer has unveiled proposals which he says will make the UK 'one of the great AI superpowers'.,https://www.bbc.com/news/articles/c04nl711r0qo,https://ichef.bbci.co.uk/news/1024/branded_news/4684/live/c9f53850-d1bd-11ef-8a2a-b1f18b093115.jpg,2025-01-13 17:20:23+00:00,"Prime Minister Sir Keir Starmer has unveiled plans for the development of the UK's artificial intelligence (AI) industry, vowing to make Britain ""one of the great AI superpowers"".  A raft of proposal… [+5616 chars]",Google,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,62.0,False,False,False,False
"{'id': None, 'name': '[Removed]'}",,[Removed],[Removed],https://removed.com,,2025-01-06 21:40:39+00:00,[Removed],Google,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",9.0,9.0,False,False,False,False
"{'id': None, 'name': 'Gizmodo.com'}",Thomas Maxwell,Nvidia’s New $250 ‘Jetson Computer’ Lets Hobbyists Play Around With AI Locally,"The palm-sized Orin Nano is ideal for hobbyists and small companies looking to run AI applications locally, such as for use in industrial robots.",https://gizmodo.com/nvidias-new-250-jetson-computer-lets-hobbyists-play-around-with-ai-locally-2000539783,https://gizmodo.com/app/uploads/2024/11/Jensen-Huang-Nvidia-1.jpg,2024-12-17 17:05:36+00:00,Nvidia has released a new $249 version of its Jetson computer meant for running artificial applications locally. The palm-sized Orin Nano is said to double the speed and efficiency of its predecessor… [+2327 chars],Google,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,78.0,False,False,False,False
"{'id': 'the-verge', 'name': 'The Verge'}",Dominic Preston,WhatsApp really hopes you want to talk with AI bots,The Meta app has added a new tab just for chatting to AI characters in a new beta update.,https://www.theverge.com/2025/1/10/24340539/whatsapp-beta-ai-chatbot-tab,https://cdn.vox-cdn.com/thumbor/TTHtVMuyLgJ0BaAei235MWPocJE=/0x0:2040x1360/1200x628/filters:focal(1020x680:1021x681)/cdn.vox-cdn.com/uploads/chorus_asset/file/24062761/STK110_whats_app_Kradtke_02.jpg,2025-01-10 13:20:05+00:00,WhatsApp really hopes you want to talk with AI bots  WhatsApp really hopes you want to talk with AI bots   / A beta update replaces the Communities tab with a new section just for AI chatbots.  ByDom… [+2010 chars],Google,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,51.0,False,False,False,False
